dset,model,sparsity,seed,val_acc
cifar10,LTH-T,0.9,seed_81,0.6705
cifar10,LTH-T,0.9,seed_111,0.671
cifar10,LTH-T,0.9,seed_141,0.6698
cifar10,LTH-T,0.95,seed_21,0.4021
cifar10,LTH-T,0.95,seed_51,0.3983
cifar10,LTH-T,0.95,seed_81,0.3996
cifar10,LTH-T,0.95,seed_111,0.3998
cifar10,LTH-T,0.95,seed_141,0.3962
cifar10,STR,0.8,seed_21,0.9139
cifar10,STR,0.8,seed_51,0.9137
cifar10,STR,0.8,seed_81,0.9136
cifar10,STR,0.8,seed_141,0.9139
cifar10,STR,0.8,seed_111,0.9142
cifar10,STR,0.9,seed_21,0.9057
cifar10,STR,0.9,seed_51,0.9055
cifar10,STR,0.9,seed_81,0.906
cifar10,STR,0.9,seed_141,0.9055
cifar10,STR,0.9,seed_111,0.9056
cifar10,STR,0.95,seed_21,0.891
cifar10,STR,0.95,seed_51,0.8907
cifar10,STR,0.95,seed_81,0.8907
cifar10,STR,0.95,seed_141,0.8913
cifar10,STR,0.95,seed_111,0.8912
cifar10,STR,0.98,seed_21,0.8646
cifar10,STR,0.98,seed_51,0.865
cifar10,STR,0.98,seed_81,0.8652
cifar10,STR,0.98,seed_141,0.8643
cifar10,STR,0.98,seed_111,0.864
cifar10,WoodFisher,0.8,seed_21,0.8954
cifar10,WoodFisher,0.8,seed_51,0.8955
cifar10,WoodFisher,0.8,seed_81,0.8956
cifar10,WoodFisher,0.8,seed_141,0.8957
cifar10,WoodFisher,0.8,seed_111,0.8953
cifar10,WoodFisher,0.9,seed_21,0.889
cifar10,WoodFisher,0.9,seed_51,0.8889
cifar10,WoodFisher,0.9,seed_81,0.8885
cifar10,WoodFisher,0.9,seed_141,0.8888
cifar10,WoodFisher,0.9,seed_111,0.8894
cifar10,WoodFisher,0.95,seed_21,0.8863
cifar10,WoodFisher,0.95,seed_51,0.886
cifar10,WoodFisher,0.95,seed_81,0.8867
cifar10,WoodFisher,0.95,seed_141,0.8863
cifar10,WoodFisher,0.95,seed_111,0.8864
cifar100,Dense,0.0,seed_21,0.7462
cifar100,Dense,0.0,seed_51,0.7457
cifar100,Dense,0.0,seed_81,0.7471
cifar100,Dense,0.0,seed_111,0.7448
cifar100,Dense,0.0,seed_141,0.7459
cifar100,AC/DC,0.8,seed_21,0.7468
cifar100,AC/DC,0.8,seed_51,0.7467
cifar100,AC/DC,0.8,seed_81,0.7466
cifar100,AC/DC,0.8,seed_111,0.7483
cifar100,AC/DC,0.8,seed_141,0.7468
cifar100,AC/DC,0.9,seed_21,0.7431
cifar100,AC/DC,0.9,seed_51,0.743
cifar100,AC/DC,0.9,seed_81,0.7431
cifar100,AC/DC,0.9,seed_111,0.7437
cifar100,AC/DC,0.9,seed_141,0.7431
cifar100,AC/DC,0.95,seed_21,0.7331
cifar100,AC/DC,0.95,seed_51,0.7343
cifar100,AC/DC,0.95,seed_81,0.7336
cifar100,AC/DC,0.95,seed_111,0.7335
cifar100,AC/DC,0.95,seed_141,0.7331
cifar100,RigL ERK 1x,0.9,seed_21,0.728
cifar100,RigL ERK 1x,0.9,seed_51,0.7269
cifar100,RigL ERK 1x,0.9,seed_81,0.7286
cifar100,RigL ERK 1x,0.9,seed_111,0.7277
cifar100,RigL ERK 1x,0.9,seed_141,0.7292
cifar100,RigL ERK 5x,0.9,seed_21,0.7337
cifar100,RigL ERK 5x,0.9,seed_51,0.7339
cifar100,RigL ERK 5x,0.9,seed_81,0.736
cifar100,RigL ERK 5x,0.9,seed_111,0.7346
cifar100,RigL ERK 5x,0.9,seed_141,0.7333
cifar100,RigL ERK 1x,0.8,seed_21,0.731
cifar100,RigL ERK 1x,0.8,seed_51,0.7299
cifar100,RigL ERK 1x,0.8,seed_81,0.7312
cifar100,RigL ERK 1x,0.8,seed_111,0.7323
cifar100,RigL ERK 1x,0.8,seed_141,0.7308
cifar100,RigL ERK 5x,0.8,seed_21,0.7367
cifar100,RigL ERK 5x,0.8,seed_51,0.7366
cifar100,RigL ERK 5x,0.8,seed_81,0.7375
cifar100,RigL ERK 5x,0.8,seed_111,0.7363
cifar100,RigL ERK 5x,0.8,seed_141,0.7366
cifar100,RigL ERK 1x,0.95,seed_21,0.7148
cifar100,RigL ERK 1x,0.95,seed_51,0.7151
cifar100,RigL ERK 1x,0.95,seed_81,0.7145
cifar100,RigL ERK 1x,0.95,seed_111,0.7166
cifar100,RigL ERK 1x,0.95,seed_141,0.7141
cifar100,RigL ERK 5x,0.95,seed_21,0.7231
cifar100,RigL ERK 5x,0.95,seed_51,0.7223
cifar100,RigL ERK 5x,0.95,seed_81,0.725
cifar100,RigL ERK 5x,0.95,seed_111,0.724
cifar100,RigL ERK 5x,0.95,seed_141,0.7248
cifar100,LTH-T,0.8,seed_21,0.6192
cifar100,LTH-T,0.8,seed_51,0.6206
cifar100,LTH-T,0.8,seed_81,0.6196
cifar100,LTH-T,0.8,seed_111,0.6195
cifar100,LTH-T,0.8,seed_141,0.6206
cifar100,LTH-T,0.9,seed_21,0.424
cifar100,LTH-T,0.9,seed_51,0.4215
cifar100,LTH-T,0.9,seed_81,0.4215
cifar100,LTH-T,0.9,seed_111,0.4206
cifar100,LTH-T,0.9,seed_141,0.4231
cifar100,LTH-T,0.95,seed_21,0.1365
cifar100,LTH-T,0.95,seed_51,0.1375
cifar100,LTH-T,0.95,seed_81,0.1343
cifar100,LTH-T,0.95,seed_111,0.1346
cifar100,LTH-T,0.95,seed_141,0.133
cifar100,STR,0.8,seed_21,0.7473
cifar100,STR,0.8,seed_51,0.7467
cifar100,STR,0.8,seed_81,0.7475
cifar100,STR,0.8,seed_141,0.7476
cifar100,STR,0.8,seed_111,0.7473
cifar100,STR,0.9,seed_21,0.738
cifar100,STR,0.9,seed_51,0.7366
cifar100,STR,0.9,seed_81,0.7365
cifar100,STR,0.9,seed_141,0.7357
cifar100,STR,0.9,seed_111,0.7364
cifar100,STR,0.95,seed_21,0.7171
cifar100,STR,0.95,seed_51,0.7168
cifar100,STR,0.95,seed_81,0.7168
cifar100,STR,0.95,seed_141,0.7178
cifar100,STR,0.95,seed_111,0.7171
cifar100,STR,0.98,seed_21,0.6739
cifar100,STR,0.98,seed_51,0.6747
cifar100,STR,0.98,seed_81,0.6745
cifar100,STR,0.98,seed_141,0.6741
cifar100,STR,0.98,seed_111,0.6744
cifar100,WoodFisher,0.8,seed_21,0.7133
cifar100,WoodFisher,0.8,seed_51,0.7125
cifar100,WoodFisher,0.8,seed_81,0.7125
cifar100,WoodFisher,0.8,seed_141,0.7135
cifar100,WoodFisher,0.8,seed_111,0.7129
cifar100,WoodFisher,0.9,seed_21,0.7045
cifar100,WoodFisher,0.9,seed_51,0.7048
cifar100,WoodFisher,0.9,seed_81,0.7044
cifar100,WoodFisher,0.9,seed_141,0.7051
cifar100,WoodFisher,0.9,seed_111,0.7045
cifar100,WoodFisher,0.95,seed_21,0.6971
cifar100,WoodFisher,0.95,seed_51,0.697
cifar100,WoodFisher,0.95,seed_81,0.6967
cifar100,WoodFisher,0.95,seed_141,0.6969
cifar100,WoodFisher,0.95,seed_111,0.697
dtd,Dense,0.0,seed_21,0.7319
dtd,Dense,0.0,seed_51,0.7356
dtd,Dense,0.0,seed_81,0.7378
dtd,Dense,0.0,seed_111,0.7351
dtd,Dense,0.0,seed_141,0.7356
dtd,AC/DC,0.8,seed_21,0.7431
dtd,AC/DC,0.8,seed_51,0.7441
dtd,AC/DC,0.8,seed_81,0.7431
dtd,AC/DC,0.8,seed_111,0.7431
dtd,AC/DC,0.8,seed_141,0.7441
dtd,AC/DC,0.9,seed_21,0.7383
dtd,AC/DC,0.9,seed_51,0.7356
dtd,AC/DC,0.9,seed_81,0.7378
dtd,AC/DC,0.9,seed_111,0.7351
dtd,AC/DC,0.9,seed_141,0.7383
dtd,AC/DC,0.95,seed_21,0.7287
dtd,AC/DC,0.95,seed_51,0.7266
dtd,AC/DC,0.95,seed_81,0.7271
dtd,AC/DC,0.95,seed_111,0.7266
dtd,AC/DC,0.95,seed_141,0.7282
dtd,RigL ERK 1x,0.9,seed_21,0.7277
dtd,RigL ERK 1x,0.9,seed_51,0.7266
dtd,RigL ERK 1x,0.9,seed_81,0.7202
dtd,RigL ERK 1x,0.9,seed_111,0.7282
dtd,RigL ERK 1x,0.9,seed_141,0.7266
dtd,RigL ERK 5x,0.9,seed_21,0.7261
dtd,RigL ERK 5x,0.9,seed_51,0.7261
dtd,RigL ERK 5x,0.9,seed_81,0.7271
dtd,RigL ERK 5x,0.9,seed_111,0.7298
dtd,RigL ERK 5x,0.9,seed_141,0.7245
dtd,RigL ERK 1x,0.8,seed_21,0.7335
dtd,RigL ERK 1x,0.8,seed_51,0.7324
dtd,RigL ERK 1x,0.8,seed_81,0.7356
dtd,RigL ERK 1x,0.8,seed_111,0.7383
dtd,RigL ERK 1x,0.8,seed_141,0.7346
dtd,RigL ERK 5x,0.8,seed_21,0.7277
dtd,RigL ERK 5x,0.8,seed_51,0.7298
dtd,RigL ERK 5x,0.8,seed_81,0.7266
dtd,RigL ERK 5x,0.8,seed_111,0.7324
dtd,RigL ERK 5x,0.8,seed_141,0.7266
dtd,RigL ERK 1x,0.95,seed_21,0.7191
dtd,RigL ERK 1x,0.95,seed_51,0.7186
dtd,RigL ERK 1x,0.95,seed_81,0.7202
dtd,RigL ERK 1x,0.95,seed_111,0.7197
dtd,RigL ERK 1x,0.95,seed_141,0.7197
dtd,RigL ERK 5x,0.95,seed_21,0.7287
dtd,RigL ERK 5x,0.95,seed_51,0.7287
dtd,RigL ERK 5x,0.95,seed_81,0.7271
dtd,RigL ERK 5x,0.95,seed_111,0.7314
dtd,RigL ERK 5x,0.95,seed_141,0.7293
dtd,LTH-T,0.8,seed_21,0.6516
dtd,LTH-T,0.8,seed_51,0.6484
dtd,LTH-T,0.8,seed_81,0.6479
dtd,LTH-T,0.8,seed_111,0.6495
dtd,LTH-T,0.8,seed_141,0.6479
dtd,LTH-T,0.9,seed_21,0.5479
dtd,LTH-T,0.9,seed_51,0.5463
dtd,LTH-T,0.9,seed_81,0.5489
dtd,LTH-T,0.9,seed_111,0.5463
dtd,LTH-T,0.9,seed_141,0.5473
dtd,LTH-T,0.95,seed_21,0.2739
dtd,LTH-T,0.95,seed_51,0.2745
dtd,LTH-T,0.95,seed_81,0.2718
dtd,LTH-T,0.95,seed_111,0.2766
dtd,LTH-T,0.95,seed_141,0.275
dtd,STR,0.8,seed_21,0.7399
dtd,STR,0.8,seed_51,0.7431
dtd,STR,0.8,seed_81,0.7447
dtd,STR,0.8,seed_141,0.7447
dtd,STR,0.8,seed_111,0.7436
dtd,STR,0.9,seed_21,0.7383
dtd,STR,0.9,seed_51,0.7378
dtd,STR,0.9,seed_81,0.7388
dtd,STR,0.9,seed_141,0.7367
dtd,STR,0.9,seed_111,0.7367
dtd,STR,0.95,seed_21,0.7239
dtd,STR,0.95,seed_51,0.7197
dtd,STR,0.95,seed_81,0.7207
dtd,STR,0.95,seed_141,0.7191
dtd,STR,0.95,seed_111,0.7218
dtd,STR,0.98,seed_21,0.6835
dtd,STR,0.98,seed_51,0.6814
dtd,STR,0.98,seed_81,0.6814
dtd,STR,0.98,seed_141,0.6851
dtd,STR,0.98,seed_111,0.6862
dtd,WoodFisher,0.8,seed_21,0.7112
dtd,WoodFisher,0.8,seed_51,0.7069
dtd,WoodFisher,0.8,seed_81,0.7069
dtd,WoodFisher,0.8,seed_141,0.7069
dtd,WoodFisher,0.8,seed_111,0.7069
dtd,WoodFisher,0.9,seed_21,0.7085
dtd,WoodFisher,0.9,seed_51,0.7085
dtd,WoodFisher,0.9,seed_81,0.7112
dtd,WoodFisher,0.9,seed_141,0.7106
dtd,WoodFisher,0.9,seed_111,0.7122
dtd,WoodFisher,0.95,seed_21,0.7027
dtd,WoodFisher,0.95,seed_51,0.7043
dtd,WoodFisher,0.95,seed_81,0.7032
dtd,WoodFisher,0.95,seed_141,0.7043
dtd,WoodFisher,0.95,seed_111,0.7043
food101,Dense,0.0,seed_21,0.7321
food101,Dense,0.0,seed_51,0.7325
food101,Dense,0.0,seed_81,0.7324
food101,Dense,0.0,seed_111,0.7324
food101,Dense,0.0,seed_141,0.7323
food101,AC/DC,0.8,seed_21,0.7381
food101,AC/DC,0.8,seed_51,0.7383
food101,AC/DC,0.8,seed_81,0.7379
food101,AC/DC,0.8,seed_111,0.7383
food101,AC/DC,0.8,seed_141,0.7379
food101,AC/DC,0.9,seed_21,0.7377
food101,AC/DC,0.9,seed_51,0.7375
food101,AC/DC,0.9,seed_81,0.7377
food101,AC/DC,0.9,seed_111,0.7377
food101,AC/DC,0.9,seed_141,0.7379
food101,AC/DC,0.95,seed_21,0.7324
food101,AC/DC,0.95,seed_51,0.732
food101,AC/DC,0.95,seed_81,0.7321
food101,AC/DC,0.95,seed_111,0.732
food101,AC/DC,0.95,seed_141,0.7319
food101,RigL ERK 1x,0.9,seed_21,0.7167
food101,RigL ERK 1x,0.9,seed_51,0.7173
food101,RigL ERK 1x,0.9,seed_81,0.7174
food101,RigL ERK 1x,0.9,seed_111,0.7169
food101,RigL ERK 1x,0.9,seed_141,0.7168
food101,RigL ERK 5x,0.9,seed_21,0.7263
food101,RigL ERK 5x,0.9,seed_51,0.7257
food101,RigL ERK 5x,0.9,seed_81,0.7259
food101,RigL ERK 5x,0.9,seed_111,0.7253
food101,RigL ERK 5x,0.9,seed_141,0.7256
food101,RigL ERK 1x,0.8,seed_21,0.7333
food101,RigL ERK 1x,0.8,seed_51,0.7335
food101,RigL ERK 1x,0.8,seed_81,0.7333
food101,RigL ERK 1x,0.8,seed_111,0.7333
food101,RigL ERK 1x,0.8,seed_141,0.7333
food101,RigL ERK 5x,0.8,seed_21,0.7257
food101,RigL ERK 5x,0.8,seed_51,0.7251
food101,RigL ERK 5x,0.8,seed_81,0.7246
food101,RigL ERK 5x,0.8,seed_111,0.725
food101,RigL ERK 5x,0.8,seed_141,0.7242
food101,RigL ERK 1x,0.95,seed_21,0.705
food101,RigL ERK 1x,0.95,seed_51,0.7058
food101,RigL ERK 1x,0.95,seed_81,0.7055
food101,RigL ERK 1x,0.95,seed_111,0.7055
food101,RigL ERK 1x,0.95,seed_141,0.7065
food101,RigL ERK 5x,0.95,seed_21,0.7186
food101,RigL ERK 5x,0.95,seed_51,0.7183
food101,RigL ERK 5x,0.95,seed_81,0.7189
food101,RigL ERK 5x,0.95,seed_111,0.7192
food101,RigL ERK 5x,0.95,seed_141,0.7186
food101,LTH-T,0.8,seed_21,0.6194
food101,LTH-T,0.8,seed_51,0.6196
food101,LTH-T,0.8,seed_81,0.6194
food101,LTH-T,0.8,seed_111,0.6194
food101,LTH-T,0.8,seed_141,0.6193
food101,LTH-T,0.9,seed_21,0.4693
food101,LTH-T,0.9,seed_51,0.4688
food101,LTH-T,0.9,seed_81,0.4688
food101,LTH-T,0.9,seed_111,0.4691
food101,LTH-T,0.9,seed_141,0.4689
food101,LTH-T,0.95,seed_21,0.1506
food101,LTH-T,0.95,seed_51,0.1516
food101,LTH-T,0.95,seed_81,0.1493
food101,LTH-T,0.95,seed_111,0.1499
food101,LTH-T,0.95,seed_141,0.1504
food101,STR,0.8,seed_21,0.7396
food101,STR,0.8,seed_51,0.7397
food101,STR,0.8,seed_81,0.7395
food101,STR,0.8,seed_141,0.739
food101,STR,0.8,seed_111,0.7394
food101,STR,0.9,seed_21,0.726
food101,STR,0.9,seed_51,0.7265
food101,STR,0.9,seed_81,0.7265
food101,STR,0.9,seed_141,0.7265
food101,STR,0.9,seed_111,0.7264
food101,STR,0.95,seed_21,0.7067
food101,STR,0.95,seed_51,0.707
food101,STR,0.95,seed_81,0.7063
food101,STR,0.95,seed_141,0.7066
food101,STR,0.95,seed_111,0.7063
food101,STR,0.98,seed_21,0.6528
food101,STR,0.98,seed_51,0.653
food101,STR,0.98,seed_81,0.653
food101,STR,0.98,seed_141,0.6531
food101,STR,0.98,seed_111,0.653
food101,WoodFisher,0.8,seed_21,0.6848
food101,WoodFisher,0.8,seed_51,0.6848
food101,WoodFisher,0.8,seed_81,0.6845
food101,WoodFisher,0.8,seed_141,0.685
food101,WoodFisher,0.8,seed_111,0.6843
food101,WoodFisher,0.9,seed_21,0.6914
food101,WoodFisher,0.9,seed_51,0.6918
food101,WoodFisher,0.9,seed_81,0.6915
food101,WoodFisher,0.9,seed_141,0.6917
food101,WoodFisher,0.9,seed_111,0.6914
food101,WoodFisher,0.95,seed_21,0.6821
food101,WoodFisher,0.95,seed_51,0.6828
food101,WoodFisher,0.95,seed_81,0.6823
food101,WoodFisher,0.95,seed_141,0.6823
food101,WoodFisher,0.95,seed_111,0.6823
pets,Dense,0.0,seed_21,0.926
pets,Dense,0.0,seed_51,0.927
pets,Dense,0.0,seed_81,0.9251
pets,Dense,0.0,seed_111,0.9259
pets,Dense,0.0,seed_141,0.9254
pets,AC/DC,0.8,seed_21,0.923
pets,AC/DC,0.8,seed_51,0.9242
pets,AC/DC,0.8,seed_81,0.9223
pets,AC/DC,0.8,seed_111,0.9233
pets,AC/DC,0.8,seed_141,0.9229
pets,AC/DC,0.9,seed_21,0.9184
pets,AC/DC,0.9,seed_51,0.9182
pets,AC/DC,0.9,seed_81,0.9207
pets,AC/DC,0.9,seed_111,0.9181
pets,AC/DC,0.9,seed_141,0.9196
pets,AC/DC,0.95,seed_21,0.9083
pets,AC/DC,0.95,seed_51,0.9078
pets,AC/DC,0.95,seed_81,0.9125
pets,AC/DC,0.95,seed_111,0.9111
pets,AC/DC,0.95,seed_141,0.9098
pets,RigL ERK 1x,0.9,seed_21,0.9104
pets,RigL ERK 1x,0.9,seed_51,0.9097
pets,RigL ERK 1x,0.9,seed_81,0.9122
pets,RigL ERK 1x,0.9,seed_111,0.9122
pets,RigL ERK 1x,0.9,seed_141,0.9116
pets,RigL ERK 5x,0.9,seed_141,0.9216
pets,RigL ERK 5x,0.9,seed_21,0.9187
pets,RigL ERK 5x,0.9,seed_51,0.9199
pets,RigL ERK 5x,0.9,seed_81,0.9154
pets,RigL ERK 5x,0.9,seed_111,0.9181
pets,RigL ERK 1x,0.8,seed_21,0.9203
pets,RigL ERK 1x,0.8,seed_51,0.9172
pets,RigL ERK 1x,0.8,seed_81,0.9186
pets,RigL ERK 1x,0.8,seed_111,0.9192
pets,RigL ERK 1x,0.8,seed_141,0.9198
pets,RigL ERK 5x,0.8,seed_21,0.926
pets,RigL ERK 5x,0.8,seed_51,0.9227
pets,RigL ERK 5x,0.8,seed_81,0.924
pets,RigL ERK 5x,0.8,seed_111,0.9265
pets,RigL ERK 5x,0.8,seed_141,0.925
pets,RigL ERK 1x,0.95,seed_21,0.9003
pets,RigL ERK 1x,0.95,seed_51,0.901
pets,RigL ERK 1x,0.95,seed_81,0.9022
pets,RigL ERK 1x,0.95,seed_111,0.9013
pets,RigL ERK 1x,0.95,seed_141,0.9007
pets,RigL ERK 5x,0.95,seed_21,0.9105
pets,RigL ERK 5x,0.95,seed_51,0.9113
pets,RigL ERK 5x,0.95,seed_81,0.9098
pets,RigL ERK 5x,0.95,seed_111,0.9107
pets,RigL ERK 5x,0.95,seed_141,0.912
pets,LTH-T,0.8,seed_21,0.7931
pets,LTH-T,0.8,seed_51,0.7943
pets,LTH-T,0.8,seed_81,0.7951
pets,LTH-T,0.8,seed_111,0.7957
pets,LTH-T,0.8,seed_141,0.7936
pets,LTH-T,0.9,seed_21,0.4389
pets,LTH-T,0.9,seed_51,0.4365
pets,LTH-T,0.9,seed_81,0.4373
pets,LTH-T,0.9,seed_111,0.4365
pets,LTH-T,0.9,seed_141,0.4413
pets,LTH-T,0.95,seed_21,0.1624
pets,LTH-T,0.95,seed_51,0.158
pets,LTH-T,0.95,seed_81,0.1578
pets,LTH-T,0.95,seed_111,0.1577
pets,LTH-T,0.95,seed_141,0.1597
pets,STR,0.8,seed_21,0.9171
pets,STR,0.8,seed_51,0.9176
pets,STR,0.8,seed_81,0.917
pets,STR,0.8,seed_141,0.9175
pets,STR,0.8,seed_111,0.9179
pets,STR,0.9,seed_21,0.91
pets,STR,0.9,seed_51,0.9132
pets,STR,0.9,seed_81,0.9118
pets,STR,0.9,seed_141,0.9101
pets,STR,0.9,seed_111,0.9106
pets,STR,0.95,seed_21,0.8985
pets,STR,0.95,seed_51,0.8984
pets,STR,0.95,seed_81,0.8979
pets,STR,0.95,seed_141,0.8997
pets,STR,0.95,seed_111,0.8978
pets,STR,0.98,seed_21,0.8554
pets,STR,0.98,seed_51,0.8542
pets,STR,0.98,seed_81,0.8551
pets,STR,0.98,seed_141,0.8548
pets,STR,0.98,seed_111,0.8538
pets,WoodFisher,0.8,seed_21,0.9226
pets,WoodFisher,0.8,seed_51,0.9212
pets,WoodFisher,0.8,seed_81,0.9225
pets,WoodFisher,0.8,seed_141,0.9224
pets,WoodFisher,0.8,seed_111,0.9224
pets,WoodFisher,0.9,seed_21,0.9194
pets,WoodFisher,0.9,seed_51,0.9204
pets,WoodFisher,0.9,seed_81,0.9193
pets,WoodFisher,0.9,seed_141,0.918
pets,WoodFisher,0.9,seed_111,0.9213
pets,WoodFisher,0.95,seed_21,0.9144
pets,WoodFisher,0.95,seed_51,0.9146
pets,WoodFisher,0.95,seed_81,0.9141
pets,WoodFisher,0.95,seed_141,0.9142
pets,WoodFisher,0.95,seed_111,0.9135
SUN,Dense,0.0,seed_21,0.6016
SUN,Dense,0.0,seed_51,0.6012
SUN,Dense,0.0,seed_81,0.6015
SUN,Dense,0.0,seed_111,0.6013
SUN,Dense,0.0,seed_141,0.6011
SUN,AC/DC,0.8,seed_21,0.6043
SUN,AC/DC,0.8,seed_51,0.6042
SUN,AC/DC,0.8,seed_81,0.6041
SUN,AC/DC,0.8,seed_111,0.6036
SUN,AC/DC,0.8,seed_141,0.6043
SUN,AC/DC,0.9,seed_21,0.5972
SUN,AC/DC,0.9,seed_51,0.598
SUN,AC/DC,0.9,seed_81,0.5984
SUN,AC/DC,0.9,seed_111,0.5989
SUN,AC/DC,0.9,seed_141,0.5979
SUN,AC/DC,0.95,seed_21,0.5825
SUN,AC/DC,0.95,seed_51,0.5827
SUN,AC/DC,0.95,seed_81,0.5825
SUN,AC/DC,0.95,seed_111,0.5823
SUN,AC/DC,0.95,seed_141,0.5824
SUN,RigL ERK 1x,0.9,seed_21,0.5773
SUN,RigL ERK 1x,0.9,seed_51,0.5768
SUN,RigL ERK 1x,0.9,seed_81,0.5779
SUN,RigL ERK 1x,0.9,seed_111,0.5774
SUN,RigL ERK 1x,0.9,seed_141,0.5771
SUN,RigL ERK 5x,0.9,seed_21,0.5978
SUN,RigL ERK 5x,0.9,seed_51,0.5984
SUN,RigL ERK 5x,0.9,seed_81,0.5985
SUN,RigL ERK 5x,0.9,seed_111,0.5979
SUN,RigL ERK 5x,0.9,seed_141,0.5965
SUN,RigL ERK 1x,0.8,seed_21,0.5908
SUN,RigL ERK 1x,0.8,seed_51,0.5912
SUN,RigL ERK 1x,0.8,seed_81,0.592
SUN,RigL ERK 1x,0.8,seed_111,0.5917
SUN,RigL ERK 1x,0.8,seed_141,0.5904
SUN,RigL ERK 5x,0.8,seed_21,0.599
SUN,RigL ERK 5x,0.8,seed_51,0.5997
SUN,RigL ERK 5x,0.8,seed_81,0.5999
SUN,RigL ERK 5x,0.8,seed_111,0.599
SUN,RigL ERK 5x,0.8,seed_141,0.5993
SUN,RigL ERK 1x,0.95,seed_21,0.5593
SUN,RigL ERK 1x,0.95,seed_51,0.5583
SUN,RigL ERK 1x,0.95,seed_81,0.5589
SUN,RigL ERK 1x,0.95,seed_111,0.5598
SUN,RigL ERK 1x,0.95,seed_141,0.5584
SUN,RigL ERK 5x,0.95,seed_21,0.5821
SUN,RigL ERK 5x,0.95,seed_51,0.5834
SUN,RigL ERK 5x,0.95,seed_81,0.5836
SUN,RigL ERK 5x,0.95,seed_111,0.5832
SUN,RigL ERK 5x,0.95,seed_141,0.5824
SUN,LTH-T,0.8,seed_21,0.4738
SUN,LTH-T,0.8,seed_51,0.4736
SUN,LTH-T,0.8,seed_81,0.4743
SUN,LTH-T,0.8,seed_111,0.4738
SUN,LTH-T,0.8,seed_141,0.4742
SUN,LTH-T,0.9,seed_21,0.3171
SUN,LTH-T,0.9,seed_51,0.3174
SUN,LTH-T,0.9,seed_81,0.3161
SUN,LTH-T,0.9,seed_111,0.3178
SUN,LTH-T,0.9,seed_141,0.3166
SUN,LTH-T,0.95,seed_21,0.0864
SUN,LTH-T,0.95,seed_51,0.0816
SUN,LTH-T,0.95,seed_81,0.0844
SUN,LTH-T,0.95,seed_111,0.085
SUN,LTH-T,0.95,seed_141,0.0808
SUN,STR,0.8,seed_21,0.6032
SUN,STR,0.8,seed_51,0.6036
SUN,STR,0.8,seed_81,0.6032
SUN,STR,0.8,seed_141,0.6032
SUN,STR,0.8,seed_111,0.6032
SUN,STR,0.9,seed_21,0.582
SUN,STR,0.9,seed_51,0.5817
SUN,STR,0.9,seed_81,0.582
SUN,STR,0.9,seed_141,0.5825
SUN,STR,0.9,seed_111,0.5813
SUN,STR,0.95,seed_21,0.5632
SUN,STR,0.95,seed_51,0.5637
SUN,STR,0.95,seed_81,0.5626
SUN,STR,0.95,seed_141,0.5631
SUN,STR,0.95,seed_111,0.563
SUN,STR,0.98,seed_21,0.5093
SUN,STR,0.98,seed_51,0.5098
SUN,STR,0.98,seed_81,0.5094
SUN,STR,0.98,seed_141,0.509
SUN,STR,0.98,seed_111,0.5085
SUN,WoodFisher,0.8,seed_21,0.5781
SUN,WoodFisher,0.8,seed_51,0.578
SUN,WoodFisher,0.8,seed_81,0.5768
SUN,WoodFisher,0.8,seed_141,0.5774
SUN,WoodFisher,0.8,seed_111,0.5776
SUN,WoodFisher,0.9,seed_21,0.5678
SUN,WoodFisher,0.9,seed_51,0.5686
SUN,WoodFisher,0.9,seed_81,0.5686
SUN,WoodFisher,0.9,seed_141,0.5681
SUN,WoodFisher,0.9,seed_111,0.5683
SUN,WoodFisher,0.95,seed_21,0.5518
SUN,WoodFisher,0.95,seed_51,0.5503
SUN,WoodFisher,0.95,seed_81,0.5508
SUN,WoodFisher,0.95,seed_141,0.5513
SUN,WoodFisher,0.95,seed_111,0.5501
flowers,Dense,0.0,seed_21,0.9154
flowers,Dense,0.0,seed_51,0.9159
flowers,Dense,0.0,seed_81,0.9171
flowers,Dense,0.0,seed_111,0.9142
flowers,Dense,0.0,seed_141,0.9155
flowers,AC/DC,0.8,seed_21,0.9273
flowers,AC/DC,0.8,seed_51,0.9273
flowers,AC/DC,0.8,seed_81,0.9262
flowers,AC/DC,0.8,seed_111,0.9278
flowers,AC/DC,0.8,seed_141,0.9272
flowers,AC/DC,0.9,seed_21,0.9239
flowers,AC/DC,0.9,seed_51,0.9238
flowers,AC/DC,0.9,seed_81,0.9238
flowers,AC/DC,0.9,seed_111,0.9228
flowers,AC/DC,0.9,seed_141,0.9237
flowers,AC/DC,0.95,seed_21,0.9315
flowers,AC/DC,0.95,seed_51,0.9292
flowers,AC/DC,0.95,seed_81,0.9311
flowers,AC/DC,0.95,seed_111,0.9292
flowers,AC/DC,0.95,seed_141,0.9302
flowers,RigL ERK 1x,0.9,seed_21,0.9171
flowers,RigL ERK 1x,0.9,seed_51,0.917
flowers,RigL ERK 1x,0.9,seed_81,0.914
flowers,RigL ERK 1x,0.9,seed_111,0.9173
flowers,RigL ERK 1x,0.9,seed_141,0.9172
flowers,RigL ERK 5x,0.9,seed_21,0.9229
flowers,RigL ERK 5x,0.9,seed_51,0.9229
flowers,RigL ERK 5x,0.9,seed_81,0.9249
flowers,RigL ERK 5x,0.9,seed_111,0.9245
flowers,RigL ERK 5x,0.9,seed_141,0.923
flowers,RigL ERK 1x,0.8,seed_21,0.9214
